model	accuracy	EER
ResNet	0.8511627912521362

4	0.7508690614136733	0.24449723623070316
8	0.746234067207416	0.22011055077187341
10	0.7392815758980301	0.23061507630645908
12	0.7450753186558516	0.2363683410777599
16	0.7056778679026651	0.22586381554317425
4	0.6546929316338355	0.37893919707546964
8	0.6361529548088065	0.34879924684533903
10	0.6558516801853997	0.3105304014622652
12	0.6210892236384704	0.3603057763879407
16	0.5712630359212051	0.37318593230416874
